epoch,lr,train_loss,train_accuracy,train_auc,train_f1,val_loss,val_accuracy,val_auc,val_f1,val_loc_error_mean_mm,val_loc_error_median_mm
1.0,0.0005,0.6957210368580289,0.5434782608695652,0.5283849243856332,0.657608695652174,0.6455996235211691,0.6703910614525139,0.7105042016806723,0.8013468013468014,1.6877012589648992,1.4224263429641724
2.0,0.0005,0.6415714621543884,0.6666666666666666,0.6656574905482042,0.8,0.6225649118423462,0.664804469273743,0.8060224089635855,0.7986577181208053,1.3471971563681835,1.1614679098129272
3.0,0.0005,0.6193989515304565,0.6666666666666666,0.7703213610586012,0.8,0.5972761114438375,0.664804469273743,0.850420168067227,0.7986577181208053,1.1887959687649703,0.9635574221611023
4.0,0.0005,0.5814758472972446,0.6829710144927537,0.8502776465028355,0.8079034028540066,0.553767740726471,0.7150837988826816,0.8745098039215686,0.8235294117647058,1.2869201183569532,1.1382625102996826
5.0,0.0005,0.5264670782619052,0.7807971014492754,0.8834327741020794,0.8571428571428571,0.5029630760351816,0.7988826815642458,0.8771708683473389,0.8571428571428571,1.6067655702598957,1.3337970972061157
6.0,0.0005,0.47323038511806065,0.8586956521739131,0.8950112240075615,0.9010152284263959,0.46654149889945984,0.8100558659217877,0.8889355742296919,0.860655737704918,1.5678921423288954,1.3603570461273193
7.0,0.0005,0.42305634419123334,0.8840579710144928,0.8946272448015125,0.9168831168831169,0.44375379880269367,0.8212290502793296,0.899859943977591,0.8699186991869918,1.2930557430416596,1.091929316520691
8.0,0.0005,0.3875453041659461,0.8804347826086957,0.9146532372400755,0.9136125654450262,0.42139939467112225,0.8212290502793296,0.8935574229691877,0.865546218487395,1.2050354663564378,0.9887604713439941
9.0,0.0005,0.35590222146775985,0.8894927536231884,0.9225395793950851,0.9206762028608583,0.4188475012779236,0.8044692737430168,0.9070028011204482,0.8582995951417004,1.1160695155879028,0.9345446228981018
10.0,0.0005,0.34168052011066014,0.8894927536231884,0.9320504489603025,0.9200524246395806,0.3852131466070811,0.8435754189944135,0.9109243697478991,0.8813559322033898,1.034963777147922,0.8115726709365845
11.0,0.0005,0.322397627764278,0.9021739130434783,0.9350336720226843,0.9287598944591029,0.3832348386446635,0.8212290502793296,0.9215686274509803,0.8688524590163934,0.9822883431275352,0.7901721596717834
12.0,0.0005,0.3119670997063319,0.8913043478260869,0.9364662098298677,0.9195710455764075,0.38883939385414124,0.8212290502793296,0.9288515406162465,0.8688524590163934,0.9162604163925187,0.7336991429328918
13.0,0.0005,0.3097276058461931,0.8931159420289855,0.9411330340264651,0.9232769830949284,0.36630897720654804,0.8603351955307262,0.919187675070028,0.8917748917748918,1.038978004906358,0.8973026871681213
14.0,0.0005,0.28079383075237274,0.9130434782608695,0.9557390122873346,0.9349593495934959,0.36845936874548596,0.8491620111731844,0.9280112044817928,0.8851063829787233,0.8985756653196671,0.7214810848236084
15.0,0.0005,0.2691862963967853,0.9184782608695652,0.9481037334593572,0.9408672798948752,0.35688383380572003,0.8659217877094972,0.9282913165266106,0.8956521739130435,1.018244683930353,0.833296537399292
16.0,0.0005,0.3023635778162215,0.8876811594202898,0.9466859640831757,0.9131652661064426,0.35169849296410877,0.8603351955307262,0.9310924369747899,0.8917748917748918,0.9547576744015477,0.8134640455245972
17.0,0.0005,0.2772118349870046,0.9130434782608695,0.9483547967863895,0.9365079365079365,0.3714531014362971,0.8603351955307262,0.9366946778711485,0.8962655601659751,0.8510451842756832,0.6505700349807739
18.0,0.0005,0.26477349466747707,0.9112318840579711,0.9499054820415879,0.9336941813261164,0.36240530510743457,0.8603351955307262,0.9294117647058824,0.8917748917748918,0.9580140825079269,0.7685403823852539
19.0,0.0005,0.263739706741439,0.9257246376811594,0.9464349007561437,0.9451137884872824,0.3622137854496638,0.8491620111731844,0.9365546218487395,0.8879668049792531,0.8921479932149919,0.6739967465400696
20.0,0.0005,0.24021364914046395,0.9293478260869565,0.9524308837429111,0.9479305740987984,0.33571207026640576,0.88268156424581,0.9351540616246499,0.9106382978723404,0.9789727141751963,0.7322328090667725
21.0,0.0005,0.23857375648286608,0.9311594202898551,0.9644080812854442,0.9486486486486486,0.34685662388801575,0.8715083798882681,0.9376750700280112,0.9029535864978903,0.9048260060929451,0.7418087720870972
22.0,0.0005,0.22893874761131075,0.9311594202898551,0.9596526465028354,0.9493333333333334,0.3437466224034627,0.8659217877094972,0.9415966386554622,0.896551724137931,0.9775868031908485,0.7276015877723694
23.0,0.0005,0.2728646116124259,0.9057971014492754,0.9482514177693762,0.9275766016713092,0.3369053403536479,0.8715083798882681,0.9397759103641458,0.902127659574468,0.9470825872125745,0.7114231586456299
24.0,0.0005,0.27132019731733537,0.9130434782608695,0.9400992438563327,0.9363395225464191,0.34627847870190936,0.8770949720670391,0.9403361344537815,0.9083333333333333,0.7299078436208373,0.5392322540283203
25.0,0.0005,0.22836055192682478,0.9257246376811594,0.9627392485822307,0.9448183041722745,0.3316184729337692,0.8603351955307262,0.9417366946778711,0.8917748917748918,0.861451440936878,0.7263672947883606
26.0,0.0005,0.23801783555083805,0.9221014492753623,0.9560786862003781,0.9416553595658074,0.3532044589519501,0.8603351955307262,0.9389355742296919,0.8962655601659751,0.7002481045592733,0.511561930179596
27.0,0.0005,0.2319318585925632,0.9329710144927537,0.9572010869565216,0.9506008010680908,0.3113907625277837,0.8770949720670391,0.9445378151260505,0.9051724137931034,0.8765468609934094,0.6504966020584106
28.0,0.0005,0.21444576068056953,0.9293478260869565,0.9683807892249527,0.9465020576131687,0.3140929788351059,0.8715083798882681,0.9438375350140056,0.902127659574468,0.8837254463123674,0.6262596249580383
29.0,0.0005,0.22191431373357773,0.9202898550724637,0.9623109640831758,0.9407008086253369,0.30922457575798035,0.8770949720670391,0.9547619047619047,0.907563025210084,0.7428748740525055,0.5483603477478027
30.0,0.0005,0.20498885793818367,0.9329710144927537,0.9703892958412098,0.9500674763832658,0.2990265488624573,0.8770949720670391,0.9488795518207283,0.905982905982906,0.8267569229507646,0.6919828653335571
31.0,0.0005,0.21511361416843203,0.9438405797101449,0.9572010869565217,0.9581646423751687,0.31298815707365674,0.8715083798882681,0.9530812324929971,0.9037656903765691,0.7814869377292505,0.5891904830932617
32.0,0.0005,0.20771409736739266,0.9365942028985508,0.9696361058601134,0.9523809523809523,0.3241213957468669,0.8715083798882681,0.9523809523809524,0.9037656903765691,0.8369972508619813,0.6126320362091064
33.0,0.0005,0.19831240425507227,0.9384057971014492,0.9789402173913043,0.9543010752688172,0.3070390671491623,0.8715083798882681,0.9469187675070028,0.9004329004329005,0.9810627252489579,0.7068454623222351
34.0,0.00025,0.1879932110508283,0.9329710144927537,0.9762228260869565,0.9492455418381345,0.327375203371048,0.8715083798882681,0.9485994397759103,0.9037656903765691,0.7727809848279512,0.5659641623497009
35.0,0.00025,0.20027812321980795,0.9420289855072463,0.9651465028355387,0.9571045576407506,0.30872658391793567,0.888268156424581,0.9463585434173669,0.9152542372881356,0.8136809899025604,0.6153536438941956
36.0,0.00025,0.19796247118049198,0.9365942028985508,0.9741404773156899,0.951856946354883,0.3063461134831111,0.888268156424581,0.9456582633053221,0.9152542372881356,0.8081950169651448,0.6119510531425476
37.0,0.00025,0.18938153982162476,0.9347826086956522,0.9767544896030246,0.9512195121951219,0.3108724256356557,0.88268156424581,0.9477591036414565,0.9113924050632911,0.7443091848692974,0.5343433022499084
38.0,0.00025,0.1983828925424152,0.9438405797101449,0.9686318525519849,0.9579375848032564,0.298912912607193,0.8938547486033519,0.9456582633053222,0.9191489361702128,0.7824074488227107,0.5725646018981934
39.0,0.000125,0.18839793900648752,0.9438405797101449,0.9733134451795842,0.9580514208389715,0.3065654784440994,0.88268156424581,0.9473389355742298,0.9113924050632911,0.751071485088152,0.5452889204025269
40.0,0.000125,0.18438020514117348,0.9438405797101449,0.9715412334593573,0.9580514208389715,0.3001057753960292,0.888268156424581,0.9470588235294117,0.9152542372881356,0.7565723851072688,0.5248214602470398
41.0,0.000125,0.1786847727166282,0.9492753623188406,0.9756468572778828,0.9618528610354223,0.2946125368277232,0.888268156424581,0.9514005602240896,0.9152542372881356,0.7689152791657868,0.5265233516693115
42.0,0.000125,0.1691858023405075,0.9528985507246377,0.9808453449905482,0.9644808743169399,0.2889645795027415,0.888268156424581,0.9481792717086834,0.9152542372881356,0.7975920005818876,0.5562052130699158
43.0,0.000125,0.18057694120539558,0.9510869565217391,0.9779064272211719,0.9631650750341064,0.28754277527332306,0.888268156424581,0.9491596638655462,0.9152542372881356,0.7865139607246182,0.5168178677558899
44.0,6.25e-05,0.17401058061255348,0.9510869565217391,0.9822631143667298,0.9633649932157394,0.2843283414840698,0.888268156424581,0.9509803921568627,0.9152542372881356,0.773556021394349,0.5122853517532349
45.0,6.25e-05,0.1869706925418642,0.9492753623188406,0.9742881616257089,0.9621621621621622,0.28060969710350037,0.8938547486033519,0.949859943977591,0.9191489361702128,0.7717358564504054,0.5184426307678223
46.0,6.25e-05,0.19394952058792114,0.9402173913043478,0.9696804111531191,0.9552238805970149,0.2788269172112147,0.8938547486033519,0.949719887955182,0.9191489361702128,0.774691726918481,0.5175800323486328
47.0,6.25e-05,0.18978825542661878,0.9365942028985508,0.9758536153119093,0.9525101763907734,0.2797873119513194,0.8938547486033519,0.9512605042016806,0.9191489361702128,0.7664169867624756,0.5414665341377258
48.0,6.25e-05,0.17613674534691703,0.9547101449275363,0.9760899102079394,0.965893587994543,0.27831842998663586,0.8938547486033519,0.9533613445378151,0.9191489361702128,0.7690284327298653,0.5244415402412415
49.0,3.125e-05,0.1776850571235021,0.9438405797101449,0.9789402173913043,0.9581646423751687,0.27739540735880536,0.8938547486033519,0.9518207282913165,0.9191489361702128,0.7698905624511863,0.5314395427703857
50.0,3.125e-05,0.18271607905626297,0.9528985507246377,0.9746130671077504,0.9645776566757494,0.27780315776666004,0.8938547486033519,0.9504201680672268,0.9191489361702128,0.7647923119366169,0.5188193917274475
51.0,3.125e-05,0.17439806709686914,0.9420289855072463,0.9798558601134215,0.9565217391304348,0.2768515894810359,0.8938547486033519,0.9505602240896358,0.9191489361702128,0.7658362930812755,0.519817054271698
52.0,3.125e-05,0.18779030276669395,0.9420289855072463,0.9717036862003781,0.9566395663956639,0.2769125650326411,0.8938547486033519,0.9505602240896358,0.9191489361702128,0.7647017006363187,0.5248233675956726
53.0,3.125e-05,0.17914503978358376,0.9492753623188406,0.9751742674858224,0.9618528610354223,0.27647408346335095,0.8938547486033519,0.9543417366946778,0.9191489361702128,0.7647845883454595,0.5337843894958496
54.0,1.5625e-05,0.17976329723993936,0.9347826086956522,0.9789106805293005,0.9510869565217391,0.27631134788195294,0.8938547486033519,0.9519607843137255,0.9191489361702128,0.762418392889139,0.5362486839294434
55.0,1.5625e-05,0.17825541065798867,0.947463768115942,0.9807271975425331,0.9604365620736699,0.2764160732428233,0.8938547486033519,0.9519607843137254,0.9191489361702128,0.7575356872329692,0.5306570529937744
56.0,1.5625e-05,0.15585705637931824,0.9547101449275363,0.9858961483931947,0.9659863945578231,0.27601662278175354,0.8938547486033519,0.9519607843137254,0.9191489361702128,0.7594944407083407,0.540715217590332
57.0,1.5625e-05,0.17359820836120182,0.947463768115942,0.9803432183364837,0.9606512890094979,0.2754678775866826,0.8938547486033519,0.9543417366946778,0.9191489361702128,0.7622674567108395,0.5455321073532104
58.0,1.5625e-05,0.15833432641294268,0.9528985507246377,0.9813031663516069,0.9646739130434783,0.2752034117778142,0.8938547486033519,0.9542016806722688,0.9191489361702128,0.764157801365652,0.5470088124275208
59.0,7.8125e-06,0.17121325929959616,0.9565217391304348,0.9784085538752363,0.9673024523160763,0.275500347216924,0.8938547486033519,0.9540616246498599,0.9191489361702128,0.7620105744660401,0.5437952280044556
60.0,7.8125e-06,0.1596576968828837,0.9547101449275363,0.9823517249527411,0.9662618083670715,0.2756171226501465,0.8938547486033519,0.9515406162464985,0.9191489361702128,0.7621034409443871,0.5473624467849731
61.0,7.8125e-06,0.17604698737462363,0.9456521739130435,0.9758683837429112,0.959349593495935,0.27571122845013935,0.8938547486033519,0.9515406162464985,0.9191489361702128,0.7633558591874707,0.5491347312927246
62.0,7.8125e-06,0.16475844631592432,0.9492753623188406,0.983843336483932,0.9618528610354223,0.27573437492052716,0.8938547486033519,0.9515406162464985,0.9191489361702128,0.7637569127651322,0.546785295009613
63.0,7.8125e-06,0.1945106809337934,0.9347826086956522,0.9723387287334594,0.9508196721311475,0.27599068979422253,0.8938547486033519,0.9516806722689075,0.9191489361702128,0.7607831854467132,0.5419628024101257
64.0,3.90625e-06,0.19642668134636349,0.9402173913043478,0.9745687618147448,0.9553450608930988,0.2762320687373479,0.8938547486033519,0.9518207282913165,0.9191489361702128,0.7583360432514122,0.5354632139205933
65.0,3.90625e-06,0.1795817936460177,0.9528985507246377,0.9780688799621928,0.9645776566757494,0.2763112783432007,0.8938547486033519,0.9505602240896358,0.9191489361702128,0.7568154015085277,0.5313835144042969
66.0,3.90625e-06,0.16407263692882326,0.9510869565217391,0.9843159262759924,0.9635627530364372,0.2762542963027954,0.8938547486033519,0.9530812324929971,0.9191489361702128,0.7564049750378653,0.5309174060821533
67.0,3.90625e-06,0.18646428237358728,0.9438405797101449,0.9743324669187146,0.9578231292517007,0.2761454979578654,0.8938547486033519,0.9516806722689075,0.9191489361702128,0.7569472770355329,0.5311335921287537
68.0,3.90625e-06,0.16919961406124961,0.9510869565217391,0.9775519848771266,0.9635627530364372,0.27594796816507977,0.8938547486033519,0.9516806722689075,0.9191489361702128,0.7582659162580967,0.5344577431678772
69.0,1.953125e-06,0.17784476859702003,0.9456521739130435,0.9773304584120983,0.9592391304347826,0.275875061750412,0.8938547486033519,0.9516806722689075,0.9191489361702128,0.7589013526732681,0.5343391299247742
70.0,1.953125e-06,0.1769714372025596,0.9456521739130435,0.9789106805293006,0.9592391304347826,0.2758346398671468,0.8938547486033519,0.9504201680672268,0.9191489361702128,0.7592477082204419,0.5338000655174255
71.0,1.953125e-06,0.16862064599990845,0.9492753623188406,0.9833855151228734,0.9622641509433962,0.27582333981990814,0.8938547486033519,0.9529411764705882,0.9191489361702128,0.7594009603397185,0.5341907143592834
72.0,1.953125e-06,0.18508049266205895,0.9402173913043478,0.9774043005671078,0.9548563611491108,0.27584728101889294,0.8938547486033519,0.9516806722689075,0.9191489361702128,0.7587643802291205,0.5343323945999146
73.0,1.953125e-06,0.16931344154808256,0.9456521739130435,0.9809191871455577,0.9592391304347826,0.2758718381325404,0.8938547486033519,0.9518207282913165,0.9191489361702128,0.7582269434918877,0.5341094136238098
74.0,1e-06,0.18103844755225712,0.9420289855072463,0.9767101843100189,0.9566395663956639,0.27591561277707416,0.8938547486033519,0.9519607843137254,0.9191489361702128,0.757561560219326,0.5327830910682678
75.0,1e-06,0.17569397141536078,0.9510869565217391,0.9819972826086957,0.9635627530364372,0.2759038855632146,0.8938547486033519,0.9507002801120448,0.9191489361702128,0.7574666847451395,0.5326002836227417
76.0,1e-06,0.15973479797442755,0.947463768115942,0.98195297731569,0.9605442176870749,0.2758762389421463,0.8938547486033519,0.9519607843137254,0.9191489361702128,0.7575302796140939,0.5328301191329956
77.0,1e-06,0.19638228250874412,0.9456521739130435,0.9670220935727789,0.9590163934426229,0.2758517861366272,0.8938547486033519,0.9532212885154061,0.9191489361702128,0.7576281294977966,0.5332177877426147
78.0,1e-06,0.18462102032370037,0.9402173913043478,0.9793241965973535,0.9551020408163265,0.2758660316467285,0.8938547486033519,0.9507002801120449,0.9191489361702128,0.7575206839862991,0.532852053642273
79.0,1e-06,0.16136840110023817,0.9565217391304348,0.9817314508506617,0.967391304347826,0.2758582532405853,0.8938547486033519,0.9519607843137254,0.9191489361702128,0.7575495852267041,0.5326934456825256
80.0,1e-06,0.17187641312678656,0.9510869565217391,0.9755730151228732,0.9635627530364372,0.2758367856343587,0.8938547486033519,0.9532212885154061,0.9191489361702128,0.7576323938595146,0.5332425832748413
